document_id,cluster
 according a report by Jupiter Research.  But the UK still lags in terms of broadband speeds compared to others. The most digitally sophisticated Europeans,4
 a new study has found.  According to a survey conducted by security firm Mirapoint and market research company the Radicati Group,4
 14-year-old boys in bedrooms are doing it,4
 editing and producing their own regional news channel. The channel covers local politics,4
 grows and evolves says it has coped well with its growth in the last 10 years,4
 say industry experts. The changes include everything from the way chips for laptops are made,4
 said Microsoft. Microsoft's two previous programs,4
 store it and retrieve disputed files within minutes. More and more firms are finding themselves in deep water as a result of data misuse. Sabotage and data theft are most commonly committed from within an organisation according to the National Hi-Tech Crime Unit (NHTCU) A survey conducted on its behalf by NOP found evidence that more than 80% of medium and large companies have been victims of some form of cyber-crime. BridgeHead Software has come up with techniques to prove,4
 smaller and more common than ever. But that just means we are more likely to lose them.  In London alone over the past six months more than 63,4
 the device selects the fastest one itself. The MDA IV,4
 a new law is being introduced to protect computer users from software known as spyware. The legislation,4
 two of the most adventurous groups of mobile users,4
" by US magazine Mobile PC.  The 1991 laptop was chosen because it was one of the first ""lightweight"" portable computers and helped define the layout of all future notebook PCs. The magazine has compiled an all-time top 100 list of gadgets",4
" said Sun's chief operating officer Jonathan Schwartz. ""Why build your own grid when you can use ours for a buck an hour?"" he asked in a webcast launching Sun's quarterly Network Computing event in California. The company will have to persuade data centre managers to adopt a new model but it said it already had interest from customers in the oil",9
" which is looking at ways to use low cost computer systems to get up-to-date information to students who are currently stuck with ancient textbooks. Matthew Herren from EduVision told the BBC programme Go Digital how the non-governmental organisation uses a combination of satellite radio and handheld computers called E-slates. ""The E-slates connect via a wireless connection to a base station in the school. This in turn is connected to a satellite radio receiver. The data is transmitted alongside audio signals."" The base station processes the information from the satellite transmission and turns it into a form that can be read by the handheld E-slates. ""It downloads from the satellite and every day processes the stream",4
